3
上海南站
石龙路
2
龙漕路
3
漕溪路
2
宜山路
2
虹桥路
2
延安西路
3
中山公园
2
金沙江路
2
曹杨路
2
镇坪路
3
中潭路
2
上海火车站
3
宝山路
3
东宝兴路
2
虹口足球场
3
赤峰路
2
大柏树
2
江湾镇
3
殷高西路
2
长江南路
3
淞发路
2
张华浜
3
淞滨路
2
水产路
2
宝杨路
3
友谊路
2
铁力路
2
江杨北路
2
